サロン名,〒,都道府県,市,詳細住所,tel,サロンHP,黒髪OPIキャンペーン購入
タマプラーザAsh,225-0002,神奈川県,横浜市,青葉区美シガ丘5-1-52 フルヤビル1F,045-904-6300,https://ash-hair.com/,
MME.HARDY,225-0003,神奈川県,横浜市,青葉区新石川3-15-12,045-915-5207,http://c-loopunited.jp/,
エンジェル アザミ野店,225-0003,神奈川県,横浜市,青葉区新石川1-8,045-901-7442,http://angel-1980.com/,
insence タマプラーザ店,225-0003,神奈川県,横浜市,青葉区新石川3-14-14 B1F,045-914-3900,http://insence.jp/,
IMAGE-A アザミ野店,225-0011,神奈川県,横浜市青葉区,アザミ野2-7-11,045-904-4408,https://image-a.co.jp/,
アザミ野Ash,225-0011,神奈川県,横浜市,青葉区アザミ野2-28-17カサカリエンテアザミ野1F,045-905-5511,https://ash-hair.com/,
市ヶ尾Ash,225-0024,神奈川県,横浜市,青葉区市ガ尾町1062-4グランドハイツ森1F,045-974-2216,https://ash-hair.com/,
鴨居Ash,226-0003,神奈川県,横浜市,緑区鴨居3-2-10 ロックヒルズ鴨居102,045-934-1446,https://ash-hair.com/,
中山Ash,226-0013,神奈川県,横浜市,緑区寺山町87 中村ビル1･2F,045-933-3737,https://ash-hair.com/,
十日市場Ash,226-0025,神奈川県,横浜市,緑区十日市場 812−1 コヤトビルディング1号室,045-984-6988,https://ash-hair.com/,
Colt by Cotton,226-0027,神奈川県,横浜市,緑区長津田7丁目1−43 ガーデニアパーク1階,045-482-9933,,無
長津田Ash,226-0027,神奈川県,横浜市,緑区長津田2-1-1 長津田マークタウン2F,045-984-1631,https://ash-hair.com/,
藤ガ丘Ash,227-0043,神奈川県,横浜市,青葉区藤ガ丘2−4−3 藤ガ丘会館 1F 101,045-971-6410,https://ash-hair.com/,
IMAGE-A 藤ガ丘店,227-0044,神奈川県,横浜市青葉区,モエギ野6-8,045-972-8477,https://image-a.co.jp/,
parfait 青葉台,227-0054,神奈川県,横浜市,青葉区シラトリ台34‐4三部ビルB号,045-532-8402,,
IMAGE-A 青葉台店,227-0062,神奈川県,横浜市青葉区,青葉台2-6-15,045-982-0680,https://image-a.co.jp/,
ganesya 青葉台,227-0062,神奈川県,横浜市青葉区,青葉台2-18-1 サンコール青葉台1F,045-342-5590,http://www.ganesya-hair.com/,
青葉台Ash,227-0062,神奈川県,横浜市,青葉区青葉台2-2-22 エクセレント青葉台2F,045-983-5039,https://ash-hair.com/,
aj青葉台店,227-0062,神奈川県,横浜市,青葉区青葉台2-2-22 エクセレント青葉台2F,045-985-3611,https://ash-hair.com/,
都筑フレアイノ丘Ash,227-0062,神奈川県,横浜市,都筑区葛ガ谷15-7 フォーレストプラザ1F,045-943-0133,https://ash-hair.com/,
WARP by KENJE,227-0062,神奈川県,横浜市,青葉区シラトリ台1-10,045-989-3811,https://www.kenji-group.co.jp/,
エンジェル 青葉台店,227-0062,神奈川県,横浜市,青葉区青葉台2-3-15-2F,045-984-0330,http://angel-1980.com/,
エスプリ 小田急相模原店,228-0001,神奈川県,座間市相模が丘1-27-22,,042-701-5210,https://the-kid.co.jp,
Hairspace Rizm,229-1101,神奈川県,川崎市,麻生区万福寺1-12-1クロスアベニューⅡ7F,044-969-2056,http://www.rizm.info,
Rizm green,229-1101,神奈川県,川崎市,麻生区万福寺1-16-5白鳳ビル3F,044-299-7908,http://www.rizm.info,
warm,230-0051,神奈川県,横浜市,鶴見区鶴見中央1-15-1 エミネンスNS鶴見1F,045-511-2666,http://www.warm-hair.com/,
Hair&care cotton,230-0051,神奈川県,横浜市,鶴見区鶴見中央1-19-7 小松原ビル1階,045-834-8878,http://aquafeel-group.co.jp/shop/haircare-cotton/,
鶴見Ash,230-0051,神奈川県,横浜市,鶴見区鶴見中央1-27-3 ニッコーハイム鶴見中央1F,045-508-7559,https://ash-hair.com/,
GLAMOROUS,230-0051,神奈川県,横浜市,鶴見区鶴見中央4-1-7 2F,045-500-0207,http://c-loopunited.jp/,
Hair relaxation drop,230-0062,神奈川県,横浜市,鶴見区豊岡町22-20 グリーンハイツツルミ1F,045-717-8349,http://aquafeel-group.co.jp/shop/relaxation/,有
SALON DE JOE,230-0062,神奈川県,横浜市,鶴見区豊岡町3−25 木島ビル3F,045-582-9208,http://c-loopunited.jp/,
VANESSA,230-0062,神奈川県,横浜市,鶴見区豊岡町13−32 聖美ビル1･2F,045-584-1641,http://c-loopunited.jp/,
BONECCA,230-0062,神奈川県,横浜市,鶴見区豊岡町 3-21,045-580-2481,http://c-loopunited.jp/,
CHROMA,230-0062,神奈川県,横浜市,鶴見区豊岡町22-30,045-575-9601,http://c-loopunited.jp/,
God Hand鶴見店,230-0062,神奈川県,横浜市,鶴見区豊岡町6-16-1F,045-633-1169,,
MILKY WAY横浜店,230-0062,神奈川県,横浜市,鶴見区豊岡町16-7-1F,045-585-1191,http://www.milkyway-hair.com,
MILKY WAY ANNEX,230-0062,神奈川県,横浜市,鶴見区豊岡町34-22,045-572-1191,http://www.milkyway-hair.com,
ブエノスカリン,231-0005,神奈川県,横浜市,中区本町4-41-1 1/2/3F,045-640-3375,http://buenoskarin.new-resort.net/,
Mira.by green,231-0015,神奈川県,横浜市,中区尾上町5-68-3F,045-228-7332,http://www.hairmake-mira.com/,
Lilou (リル),231-0023,神奈川県,横浜市,中区山下町73番地2Fアクティ横浜山下町,045-222-7707,http://lilou-ethical-beauty.com/,無
関内Ash,231-0028,神奈川県,横浜市,中区翁町1-4-1 アルテマリンウェ-ブビル 1F,045-662-8177,https://ash-hair.com/,
アンク・クロス 横浜関内店,231-0031,神奈川県,横浜市,中区万代町1-2-7 大洋ビル3F,045-640-3256,https://www.ankhcross.co.jp/,
a-o,231-0063,神奈川県,横浜市,中区花咲町2-62-21,045-315-4370,http://www.mao-hair.com/smart/,
桜木町Ash,231-0064,神奈川県,横浜市,中区野毛町2-86-8 D.H.桜木町ビル 1F,045-262-0820,https://ash-hair.com/,
本牧Ash,231-0821,神奈川県,横浜市,中区本牧原1−3 リステージ本牧センターコート1F,045-623-9850,https://ash-hair.com/,
キングダム元町,231-0861,神奈川県,横浜市,中区元町3-132,045-661-0070,http://www.kingdom-hair.com/index.html,
元町Ash,231-0868,神奈川県,横浜市,中区石川町1-13 ローマステ-ションビル 1F,045-662-6613,https://ash-hair.com/,
FACE｡石川町,231-0868,神奈川県,横浜市,横浜市中区石川町2-63-4,045-650-2338,https://www.kenji-group.co.jp/,
Dh-HAL Clover井土ヶ谷店(クローバーイドガヤテン),232-0052,神奈川県,横浜市,南区井土ヶ谷中町157 ダイアパレス1F,045-712-4016,www.dhhal-aveda.jp,
CANVAS MORE.,233-0002,神奈川県,横浜市,港南区上大岡西1-18-5,045-844-3358,http://c-loopunited.jp/,
Flor上大岡,233-0002,神奈川県,横浜市,港南区上大岡西2-4-4 Rアイプラザ,045-350-9935,,
上大岡Ash,233-0003,神奈川県,横浜市,港南区上大岡西1-19-4 高森ビル3 1F,045-843-8550,https://ash-hair.com/,
レイ上永谷,233-0013,神奈川県,横浜市,港南区丸山台1-2-1京急シティ上永谷L ウイング2F,045-849-1387,http://www.ley-hair.com/index.html,
FACE｡港南台,234-0054,神奈川県,横浜市,港南区港南台3-1-1,045-830-0270,https://www.kenji-group.co.jp/,有
キングダムアルーア,234-0054,神奈川県,横浜市,港南区港南台4-17-30,045-830-0414,http://www.kingdom-hair.com/index.html,
キングダム港南台,234-0054,神奈川県,横浜市,港南区港南台4-3-2,045-834-1161,http://www.kingdom-hair.com/index.html,
GRAPEVINES港南台,234-0054,神奈川県,横浜市,港南区港南台4-21-1,045-352-7161,http://grapevines.jp,
FACE｡磯子,235-0023,神奈川県,横浜市,横浜市磯子区森1-12-3,045-759-4006,https://www.kenji-group.co.jp/,
新杉田Ash,235-0033,神奈川県,横浜市,磯子区杉田4-1-2 メゾン新杉田駅前ビル1階,045-770-1120,https://ash-hair.com/,
jiji by MOPS,236-0021,神奈川県,横浜市金沢区,泥亀2-1-7 鈴木ビル1F,045-349-2722,http://mops-hairmake.com/,有
delamair 本店,236-0027,神奈川県,横浜市,金沢区瀬戸16-28,0120-10-7681,http://onoderagroup.com,
delamair K,236-0027,神奈川県,横浜市,金沢区瀬戸3-54 泉ビル1F,0120-70-3986,http://onoderagroup.com,
delamair WOOPWOOP,236-0038,神奈川県,横浜市,金沢区六浦南2-2-7鈴木ビル1F,0120-70-5801,http://onoderagroup.com,
MOPS 金沢文庫店,236-0042,神奈川県,横浜市金沢区,釜利谷東2-2-17,045-349-2227,http://mops-hairmake.com/,有
MOPS 富岡店,236-0052,神奈川県,横浜市金沢区,富岡西7-3-3 斉木ビル1F,045-774-7505,http://mops-hairmake.com/,有
MOPS 能見台店,236-0053,神奈川県,横浜市金沢区,能見台通1-3 谷津坂屋ビル2F,045-788-1441,http://mops-hairmake.com/,有
MOPS R店,236-0053,神奈川県,横浜市金沢区,能見台通7-23 能見台ハーモニービル1F,045-788-9441,http://mops-hairmake.com/,有
delamair QuAx,237-0068,神奈川県,横須賀市,追浜本町1-39 e-build.1/2F,0120-15-4989,http://onoderagroup.com,
Terrace at FACE,238-0007,神奈川県,横須賀市,若松町1-5,046-829-1887,https://www.kenji-group.co.jp/,
bijou amour,238-0008,神奈川県,横須賀市,大滝町2-16-1,046-828-6085,https://www.kenji-group.co.jp/,
KENJE横須賀中央,238-0008,神奈川県,横須賀市,大滝町2-21,046-820-6021,https://www.kenji-group.co.jp/,
CLAIRE by GRAPEVINE,238-0011,神奈川県,横須賀市,米ガ浜通1-7-2サクマ横須賀ビル1F,046-876-6614,http://grapevines.jp,
COMHAIR first (コムヘアーファースト),238-0031,神奈川県,横須賀市,衣笠栄町1-70,046-852-9590,www.comhair.co.jp,
comhair for you (コムヘアーフォーユー),239-0807,神奈川県,横須賀市,根岸町2-31-1 スペース9ビル1F,046-833-1881,www.comhair.co.jp,
保土ヶ谷Ash,240-0013,神奈川県,横浜市,保土ヶ谷区帷子町2-47 第一斉藤ビル 1F,045-332-8681,https://ash-hair.com/,
横濱美人ジャンヌ保土ヶ谷店,240-0013,神奈川県,横浜市,保土ヶ谷区帷子町1−3−1,045-333-4433,http://www.jeanne.co.jp,
鶴ヶ峰AshⅠ,241-0022,神奈川県,横浜市,旭区鶴ヶ峰2-21-1 小金井ビル 2F･3F,045-383-0045,https://ash-hair.com/,
鶴ヶ峰AshⅡ,241-0022,神奈川県,横浜市,旭区鶴ヶ峰2-1-1 鎧橋ビル1F,045-959-3177,https://ash-hair.com/,
二俣川北口Ash,241-0821,神奈川県,横浜市,旭区二俣川1-45-85 幸ビル 1F･2F,045-366-3922,https://ash-hair.com/,
二俣川南口Ash,241-0821,神奈川県,横浜市,旭区二俣川2-57-2 ハマビルディング 1F･2F,045-391-9970,https://ash-hair.com/,
HONDA PREMIER HAIR INTERNATIONAL 鶴間店,242-0004,神奈川県,大和市,鶴間2-11-27,046-274-1038,http://honda-phi.com/,有
Produce南林間店,242-0006,神奈川県,大和市,南林間４丁目６−１９ SEIKOビル 1F,046-276-8833,http://www.produce-by-produce.com/,有
NEO ANTI BOO 中央林間店,242-0007,神奈川県,大和市,中央林間4-5-9,046-277-0203,http://neoantiboo.cc/,有
LOCO by KENJE,242-0007,神奈川県,大和市,中央林間3-4-13,046-273-2033,https://www.kenji-group.co.jp/,
LIA by KENJE,242-0007,神奈川県,大和市,中央林間3-11-11,046-271-2888,https://www.kenji-group.co.jp/,
エスプリ グロウ 大和店,242-0017,神奈川県,大和市大和東3-1-18-１Ｆ,,046-200-6117,https://the-kid.co.jp,
K:R D,242-0024,神奈川県,大和市,西鶴間3-2-2,046-200-5515,https://www.kenji-group.co.jp/,
Fits,242-0024,神奈川県,大和市,福田2021-2,046-201-0400,https://www.kenji-group.co.jp/,
Ric by KENJE,242-0024,神奈川県,大和市,福田2021-2,046-279-5113,https://www.kenji-group.co.jp/,
HONDA PREMIER HAIR INTERNATIONAL 大和店(ホンダプレミアムヘアインターナショナル 大和店),242-0029,神奈川県,大和市,上草柳2−1−15,046−263-3855,http://www.honda-phi.com/,有
REGARD ZAKI,243-0018,神奈川県,厚木市,中町1-8-24 リバーサイドビル1F,046-222-8686,http://re-gard.com/,
Hair Lounge ASANTE,243-0018,神奈川県,厚木市,中町2丁目4-14 本厚木ヒルズ4F,046-244-3170,https://beauty.hotpepper.jp/slnH000180804/,
CREA本厚木,243-0018,神奈川県,厚木市,中町2-5-3,046-225-1918,https://www.kenji-group.co.jp/,
LUCK本厚木,243-0018,神奈川県,厚木市,中町3-5-15,046-224-7577,https://www.kenji-group.co.jp/,
STYLE本厚木,243-0018,神奈川県,厚木市,中町3-1-24,046-297-3678,https://www.kenji-group.co.jp/,
HAIR CLIMB(ヘアークライム),243-0035,神奈川県,厚木市,愛甲1−10−15 ワタナベビル1F,046-248-7575,http://hair-climb.info/,
REGARD本店,243-0433,神奈川県,海老名市,河原口378-1,046-232-1177,http://re-gard.com/,
REGARD,243-0433,神奈川県,海老名市,川原口378-1,046-232-1177,http://www.re-gard.com,
HARMONY,243-0434,神奈川県,海老名市,上郷1-18-18,046-234-6566,http://re-gard.com/,
Appias 海老名店,243-0436,神奈川県,海老名市,扇町6-7 NAVEL HOUSE,046-240-7235,http://appias.net/,有
The C by afloat,243-0436,神奈川県,海老名市,扇町12-25,046-259-7818,http://thec-byafloat.jp/,
Rife by artina海老名店,243-0436,神奈川県,海老名市,扇町12-21ビナグレース101号,046-259-7867,,
戸塚Ash,244-0003,神奈川県,横浜市,戸塚区戸塚町16-14 ベルハビル2F,045-862-5430,https://ash-hair.com/,
Add.. by KENJE,244-0003,神奈川県,横浜市,戸塚区戸塚町4105,045-869-6680,https://www.kenji-group.co.jp/,
横濱美人ジャンヌ戸塚店,244-0003,神奈川県,横浜市,戸塚区戸塚町4872,0450-865-0701,http://www.jeanne.co.jp,
Flor戸塚,244-0003,神奈川県,横浜市,戸塚区戸塚町6003-5 1F A2,045-390-0503,,
東戸塚Ash,244-0801,神奈川県,横浜市,戸塚区品濃町538-10 岡島ビル 2F,045-821-5707,https://ash-hair.com/,
レイ東戸塚,244-0805,神奈川県,横浜市,戸塚区川上町90-1アップル東戸塚ビル2F,045-829-0603,http://www.ley-hair.com/index.html,無
151e戸塚,244-0817,神奈川県,横浜市,戸塚区吉田町3000-10 EINHAUS1F,045-443-7135,,
緑園都市Ash,245-0002,神奈川県,横浜市,泉区緑園2丁目1番1号 G･Fビル 1F,045-811-4088,https://ash-hair.com/,
弥生台Ash,245-0008,神奈川県,横浜市,泉区弥生台16-2 相鉄ライフヤヨイ台2階,045-813-1515,https://ash-hair.com/,
立場Ash,245-0012,神奈川県,横浜市,泉区中田北1-1-1,045-800-6776,https://ash-hair.com/,
横濱美人ジャンヌ中田本店,245-0013,神奈川県,横浜市,泉区中田東1-38-4,045-803-0139,http://www.jeanne.co.jp,
三ツ境Ash,246-0022,神奈川県,横浜市,瀬谷区三ツ境106-1 パールビル1F,045-366-1722,https://ash-hair.com/,
瀬谷Ash,246-0031,神奈川県,横浜市,瀬谷区瀬谷4-5-12 サンライフ平本 1F,045-302-6655,https://ash-hair.com/,
IMAGE-A 大船店,247-0056,神奈川県,鎌倉市,大船1-26-33片岡ビル2F,0467-42-8380,https://image-a.co.jp/,有
BLESS大船,247-0056,神奈川県,鎌倉市,大船1-23-26,0467-42-7655,https://www.kenji-group.co.jp/,
crop-es大船西口,247-0072,神奈川県,鎌倉市,岡本1-1-3,0467-40-2755,https://www.kenji-group.co.jp/,
BEAUTRIUM鎌倉,248-0006,神奈川県,鎌倉市,小町1-4-18 第2御代川ビル2F,0467 (39) 6539,http://beautrium.com/,
GRAPEVINES鎌倉,248-0006,神奈川県,鎌倉市,小町1-4-17g三九ビル!F,0467-22-6616,http://grapevines.jp,
キングダム鎌倉,248-0011,神奈川県,鎌倉市,扇ガ谷1-1-1,0467-23-7255,http://www.kingdom-hair.com/index.html,
LUCK鎌倉,248-0012,神奈川県,鎌倉市,御成町12-12,0467-23-3030,https://www.kenji-group.co.jp/,
FAIR by U-REALM(フェアバイユーレルム),248-0025,神奈川県,鎌倉市,七里ガ浜東3−1−34,0467-40-5150,http://u-realm.com/fair/,
BEAUTRIUM七里ガ浜,248-0026,神奈川県,鎌倉市,七里ヶ浜1-1-1 WEEKEND HOUSE ALLEY 04,0467 (39) 1201,http://beautrium.com/,
ATTA（オッタ）,248-0033,神奈川県,鎌倉市,腰越4丁目9-4 ケイ湘南Ⅲ 104,0467-39-5440,https://www.atta8.jp/,有
Deiz,249-0006,神奈川県,逗子市,逗子1-4-12 MDFビル1F,046-870-5592,http://deiz.net/,
Deiz couches,249-0006,神奈川県,逗子市,逗子2-10-8 NFCビル3F,046-876-7600,http://deiz.net/,
delamair grandir,249-0006,神奈川県,逗子市,逗子5-3-28鈴木屋ビル2F,0120-87-4854,http://onoderagroup.com,
Kiito,250-0001,神奈川県,海老名市,扇町1-5 グリーンテラス1F,046-235-7099,,
LEALI by KENJE,250-0011,神奈川県,小田原市,栄町1-14-10,0465-23-8141,https://www.kenji-group.co.jp/,
CAPA小田原,250-0011,神奈川県,小田原市,栄町1-14-52,0465-21-5538,https://www.kenji-group.co.jp/,
tetote(テトテ),250-0011,神奈川県,小田原市,栄町2丁目8−31 プランタン岩下2F,0465-20-3693,http://tetote-beautylabo.com/,
ciel poche,250-0874,神奈川県,小田原市,鴨宮253-10 ファーストビル2F,0465-20-3603,,
diar,251-0021,神奈川県,藤沢市,鵠沼橘１丁目２−１０ MG鵠沼 1F,0466-47-8051,,
コムズ藤沢,251-0022,神奈川県,藤沢市,鵠沼橘1-1-6 山田ビル1F,0466-28-5755,http://com-s.com,
STYLE藤沢,251-0025,神奈川県,藤沢市,藤沢市鵠沼石上1-7-3,0466-54-1007,https://www.kenji-group.co.jp/,
WIZ by style,251-0025,神奈川県,藤沢市,藤沢市鵠沼石上1-7-3,0466-55-5250,https://www.kenji-group.co.jp/,
PooL by STYLE,251-0025,神奈川県,藤沢市,神奈川県藤沢市鵠沼石上1−8−11,0466-55-3005,https://www.kenji-group.co.jp/,
fille by artina藤沢店,251-0025,神奈川県,藤沢市,鵠沼石上1-3-7第一興産14号館2F,046-686-7141,,
LULU by KENJE,251-0028,神奈川県,藤沢市,本鵠沼2丁目14-6,0466-26-9931,https://www.kenji-group.co.jp/,
Cocoa(ココア),251-0032,神奈川県,藤沢市,片瀬4-16-10 キムラ建設ビル1階,0466-90-5647,http://www.hairsalon-cocoa.com,無
Arouse by afloat seaside,251-0035,神奈川県,藤沢市,片瀬海岸2-18-21 3F,0466-47-7747,http://arousebyafloat.com/seaside/,
Be2 by KENJE,251-0037,神奈川県,藤沢市,藤沢市鵠沼海岸3-1-13,0466-34-2571,https://www.kenji-group.co.jp/,
