サロン名,〒,都道府県,市,詳細住所,tel,サロンHP,CCVeil取り扱い有無
CURACION(クラシオン),530-0022,大阪府,大阪市,北区浪花町13−19−1F,06-6374-5660,http://curacion-salon.com/,無
QUATTRO HOMME,530-0012,大阪府,大阪市,北区芝田1-10-5 ケリービル2F,06-6375-7444,http://www.hairmake-yujin.com/index.php,無
GIEN ROUGE,530-0013,大阪府,大阪市,北区茶屋町10−6 Luxe8F,06-6376-3450,http://www.gienharvest.com/,無
WiLL 梅田店,530-0013,大阪府,大阪市,北区茶屋町13-6 2F,06-6377-0400,http://www.will-style.com/,有
WiLL 江坂店,564-0052,大阪府,吹田市,広芝町4-1,06-6385-8433,http://www.will-style.com/,有
WiLL 東三国店,532-0002,大阪府,大阪市,淀川区東三国4-25-23,06-6399-3002,http://www.will-style.com/,有
Menon(メノン),530-0001,大阪府,大阪市,北区梅田2−5−5,06-6442-1577,http://www.menon.jpn.com/,無
MAMAS姫島店,555-0033,大阪府,大阪市,西淀川区姫島4-1-1吉田ビル1F,06-6473-6701,http://www.papas-and-mamas.co.jp/shop/mama/mama-himejima,有
HairMode KT Tsukamotoi(ヘアーモードケーティー ツカモト),555-0022,大阪府,大阪市,西淀川区柏里2-4-33,06-6475-0048,http://www.hmkt.co.jp/tsukamoto/,有
edge origination梅田店,530-0012,大阪府,大阪市,北区芝田1町目 8-1 新阪急ホテルアネックス DDハウス3F,06-6485-5501,http://edge-origination.com/,無
Hair FLAP horie,550-0014,大阪府,大阪市,西区北堀江1-20-5,06-6532-0788,http://hairflap.com/,有
Barouche(バロウチェ),550-0014,大阪府,大阪市,西区北堀江1−22−12 KOKI北堀江2F,06-6532-2237,www.barouche-hair.com,
GOSSO 新町店(ゴッソ シンマチテン),550-0013,大阪府,大阪市,西区新町2丁目14−7,06-6533-0087,http://www.g-o-s-s-o.jp/,有
gosso horie(ゴッソ ホリエ),550-0014,大阪府,大阪市,西区北堀江2−11−9,06-6533-2882,http://www.g-o-s-s-o.jp/,有
Nicole.,550-0014,大阪府,大阪市,西区北堀江2-6-10 Nicole Apartment,06-6534-0128,http://www.redpepper-design.jp/nicole/index.html,無
COLLECT(コレクト),550-0014,大阪府,大阪市,西区北堀江1−22−12 KOKI北堀江3F,06-6534-5035,www.barouche-hair.com,
lot,550-0014,大阪府,大阪市,西区北堀江1-2-27 AXISサウス四ツ橋ビル2F,06-6534-7633,http://www.lotlotlot.com/hair/,無
quoit(クオート),550-0014,大阪府,大阪市,西区北堀江1-1-28 VIPビル4F,06-6539-8833,http://www.hair-quoit.jp/,
アトリエ1019,550-0014,大阪府,大阪市,西区 北堀江1丁目1−29,06-6543-1019,,無
Give 大正店(ギブ タイショウテン),551-0031,大阪府,大阪市,大正区泉尾2-3-18-1F コーポヤマキン1F,06-6552-7578,http://givetaisyo.jimdo.com/,
ピアレス 大阪ドームシティ,550-0023,大阪府,大阪市西区千代崎3-13-1 イオンモール大阪ドームシティ４F,,06-6556-7782,https://the-kid.co.jp,無
Eurica+LIM (ユーリカプラスリム),550-0014,大阪府,大阪市,西区北堀江 1−16−25 YSSビル2F,06-6563-9520,https://www.lessismore.co.jp/loji,無
affect 弁天町,552-0007,大阪府,大阪市,港区弁天3-13-1ドン･キホーテ2F,06-6572-8686,http://ks-hair.co.jp/rose/,有
Hair FLAP bayarea,552-0014,大阪府,大阪市,港区八幡屋1-3-1,06-6574-1904,http://hairflap.com/,有
melo,550-0014,大阪府,大阪市,西区北堀江2-5-5-2F,06-6575-9850,http://hairdesign-melo.com/concept/index.html,無
Hair FLAP seeds店,550-0027,大阪府,大阪市西区九条1-12-6,,06-6584-3690,http://hairflap.com/shop/seeds/,有
GIVE 弁天町店(ギブ ベンテンチョウテン),552-0011,大阪府,大阪市,港区南市岡3-11-2 エレガンスシェルパートⅡ1F,06-6584-5558,http://smile-for-givebenten.jimdo.com/,
l'ange,534-0024,大阪府,大阪市,都島区東野田町2-3-26 サトウビル2F,06-6585-0506,http://lange-hair.jp/,無
Laji,540-0031,大阪府,大阪市,中央区北浜東1−17,06-6585-0895,http://laji.jp/,無
nitens,558-0047,大阪府,大阪市,住吉区千躰1‐4‐34 2F,06-6608-1123,http://nitens.jp/,無
riff design labo -bio-,558-0053,大阪府,大阪市,住吉区帝塚山中1丁目4-37,06-6615-9299,https://beauty.hotpepper.jp/slnH000253275/,無
OVER ALL total beauty 天王寺店,545-0052,大阪府,大阪市,阿倍野区阿倍野筋1-5-36アベノセンタービルB2,06-6616-9160,http://www.hairmake-brandnew.com/shop.html,有
soin de brace小阪店,577-0801,大阪府,東大阪市,小阪1-4-30 アミティ小阪1F,06-6618-0021,http://brace.co.jp/shop/%e5%b0%8f%e9%98%aa%e5%ba%97/,有
angle八戸ノ里店,577-0034,大阪府,東大阪市,御厨南2丁目1−39,06-6618-8677,http://hair-angle.com/index.html,無
soin de braceアベノ店,543-0053,大阪府,大阪市,阿倍野区松崎町2丁目3番47号 NADISアベノ2F,06-6625-6625,http://brace.co.jp/shop/%e3%81%82%e3%81%b9%e3%81%ae%e5%ba%97/,無
La fith vogue,545-0052,大阪府,大阪市,阿倍野区阿倍野筋1−3−15 阿倍野共同ビル3F,06-6627-6366,,無
De la grace,545-0021,大阪府,大阪市阿倍野区阪南町1-50-16,,06-6628-2377,http://hairflap.com/shop/delagrace/,有
Vision天王寺店(ヴィジョン テンノウジテン),545-0053,大阪府,大阪市,阿倍野区松崎町2−3−50無双ビル3F,06-6629-2121,,有
MASHU アベノnini店,545-0052,大阪府,大阪市,阿倍野区阿倍野筋1-5-10 アベノnini 2F,06-6630-7739,http://mashu.jp/,有
Blanc hair work shop (ブラン),542-0076,大阪府,大阪市,中央区難波3-5-17 北極星ビル7F,06-6630-8115,http://ks-hair.co.jp/rose/,有
K-two アベノキューズモール(ケートゥー アベノキューズモールテン),545-0052,大阪府,大阪市,阿倍野区阿倍野筋1−6−1 アベノキューズモール3F Q-311番,06-6633-9800,http://www.k-two.jp/salons/abeno/,無
bon hair&make 高津店(ボン ヘアアンドメイク コウヅテン),542-0073,大阪府,大阪市,中央区日本橋2-15-26,06-6643-4445,www.beauty-bon.com/,
La fith hair flamme(ラフィス ヘア フラム),542-0076,大阪府,大阪市,中央区難波3丁目2−27 鈴木ビル2F,06-6645-5117,,無
WiLL アベノ店,545-0052,大阪府,大阪市,阿倍野区阿倍野筋1-3-21,06-6655-0147,http://www.will-style.com/,有
Jurian-may,545-0037,大阪府,大阪市,阿倍野区帝塚山1丁目12-14 1F,06-6656-1266,http://www.redpepper-design.jp/jurian_may/index.html,無
Red Pepper,557-0013,大阪府,大阪市,西成区天神ノ森1-4-16 1F,06-6656-1977,http://www.redpepper-design.jp/red_pepper/index.html,無
side-burns.,558-0004,大阪府,大阪市,住吉区長居東4丁目12−8,06-6691-9815,http://www.side-burns.com/,無
Halo長居店,558-0004,大阪府,大阪市,住吉区長居東4-9-6,06-6699-8686,http://charm-web.com/,有
HAIR MAGIC 長原店,547-0013,大阪府,大阪市,平野区長吉長原東3−1−4,06-6702-2733,http://hairmagic-osaka.com/,無
hair make merge(ヘアメイク マージ),546-0011,大阪府,大阪市,東住吉区針中野3−9−24横井ビル1階,06-6707-0555,http://hairmake-merge.com/,
MARCH reply 平野店,547-0013,大阪府,大阪市,平野区長吉長原東3-2-9,06-6707-8181,http://charm-web.com/,有
MARCH merry 寺田町店,545-0001,大阪府,大阪市,阿倍野区天王寺町北1-1-3,06-6710-0055,http://charm-web.com/,有
WORLD ORDER 天王寺店,545-0051,大阪府,大阪市,阿倍野区旭町1-1-8 加賀タワービル 8F,06-6710-9001,http://worldorder-hair.com/,無
MARCH coco 桃谷店,544-0034,大阪府,大阪市,生野区桃谷1-11-25,06-6715-8555,http://charm-web.com/,有
chikashitsu,550-0015,大阪府,大阪市,西区南堀江2丁目9−7−1F,06-6718-4379,http://chikashitsu-chikashitsu.com/,無
SOULs 東大阪店(ソウルズ ヒガシオオサカテン,577-0818,大阪府,東大阪市,小若江2−16−6,06-6720-2203,www.souls-h.com,
magia 小阪店,577-0802,大阪府,東大阪市,小阪本町1-4-19,06-6722-8809,http://magia-hair.com/,無
Vella,578-0941,大阪府,東大阪市,岩田町3-6-9-2F,06-6724-4876,http://vellastyle.com/vella/,無
MASHU Adobe店,577-0803,大阪府,東大阪市,下小阪2-14-9,06-6727-5599,http://mashu.jp/,有
MASHU Grand vase店,577-0841,大阪府,東大阪市,足代3-1-14,06-6727-7755,http://mashu.jp/,有
HAIR CREATION CRAFT,577-0823,大阪府,東大阪市,金岡2丁目15−1,06-6729-6610,http://craft.fem.jp/,無
MASHU Machela店,577-0802,大阪府,東大阪市,小阪本町 1-2-15,06-6730-8755,http://mashu.jp/,有
Charm hearts 生野店,544-0023,大阪府,大阪市,生野区林寺2-5-33,06-6741-2606,http://charm-web.com/,有
MAMAS鴻池店,578-0974,大阪府,東大阪市,鴻池元町9-11,06-6744-6184,http://www.papas-and-mamas.co.jp/shop/mama/mama-konoike,有
Rose Tenjinbashi,530-0041,大阪府,大阪市,北区天神橋6-5-6 天六KTビル2F,06-6755-4399,http://ks-hair.co.jp/rose/,有
スウィート 喜連瓜破店,547-0024,大阪府,大阪市平野区瓜破2-1-13 イオンSC2F,,06-6760-1832,https://the-kid.co.jp,無
Give 玉造店(ギブ タマツクリテン),540-0004,大阪府,中央区,玉造2-16-6,06-6764-6167,http://tamagive.jimdo.com/,
Lealo 谷町 by K-two,542-0012,大阪府,大阪市,中央区谷町6−2−26 1F 東和谷町ビル,06-6767-2244,https://beauty.hotpepper.jp/slnH000414814/,無
Vella feel 鶴見店,538-0053,大阪府,大阪市,鶴見区鶴見3-13-35-2F,06-6767-4800,http://vellastyle.com/vella/,無
Give 桃谷店(ギブ モモダニテン),543-0033,大阪府,大阪市,天王寺区堂ヶ芝2丁目12-1 堂ヶ芝ビューハイツ1F,06-6772-1333,http://givemomo.jimdo.com/,
mauca,543-0072,大阪府,大阪市,天王寺区生玉前町1-21-2F,06-6772-3242,http://mauca-h.com/,無
edge origination天王寺店,543-0055,大阪府,大阪市,天王寺区悲田院町10-48天王寺ミオプラザ館7F,06-6772-5060,http://edge-origination.com/,無
Charm classy 本店,543-0052,大阪府,大阪市,天王寺区大道5-4-1,06-6772-5191,http://charm-web.com/,有
DOME,543-0043,大阪府,大阪市,天王寺区勝山3-14-14,06-6773-3233,http://www.hairmake-yujin.com/index.php,無
anteprima,543-0043,大阪府,大阪市,天王寺区勝山3-7-17,06-6776-1005,http://anteprima.link/,有
hair make Brand new 〜réverie〜,543-0035,大阪府,大阪市,天王寺区北山町1番16 フジマン北山町1F,06-6776-7353,http://www.hairmake-brandnew.com/,有
Charm materi 四天王寺店,544-0034,大阪府,大阪市,天王寺区大道1-8-15,06-6777-2588,http://charm-web.com/,有
Source-hair atelier天王寺,543-0055,大阪府,大阪市,天王寺区天王寺区悲田院町9−20 阿倍野 橋 ビル 5F,06-6777-7982,,有
ALLRE HAIR 〜terrace〜(アリュールヘアー テラス),543-0056,大阪府,大阪市,大阪市天王寺区堀越町16-9 毎日シルバービルB2,06-6777-8036,http://www.h-allure.com/shop.html,
HAIR MAGIC 喜連瓜破店,547-0013,大阪府,大阪市,平野区喜連瓜破東1-1-2,06-6790-7901,http://magicmagia.web.fc2.com/,無
GIEN HARVEST(ジアン ハーベスト),534-0024,大阪府,大阪市,都島区東野田町1−14−3,06-6809-1151,http://www.gienharvest.com/,無
bon hair&make 千里店(ボン ヘアアンドメイク センリテン),560-0085,大阪府,豊中市,上新田4-16-13 南千里ローズヴィラ1F,06-6831-7963,www.beauty-bon.com/,
bon hair&make タワー店(ボン ヘアアンドメイク タワーテン),560-0082,大阪府,豊中市,新千里東町1-2-1 ザ･千里タワー2F,06-6835-0111,www.beauty-bon.com/,
bon hair&make Dew山田店(ボン ヘアアンドメイク デューヤマダテン),565-0824,大阪府,吹田市,山田西4-1-2-107 DEW阪急山田1F,06-6835-1215,www.beauty-bon.com/,
bon hair&make 南千里店(ボン ヘアアンドメイク ミナミセンリテン),565-0862,大阪府,吹田市,津雲台1-2-D9 クリスタルホテル2F,06-6835-2311,www.beauty-bon.com/,
bon hair&make 千里セルシー店(ボン ヘアアンドメイク センリセルシーテン),560-0082,大阪府,豊中市,新千里東町1-5-2 セルシー内2F,06-6836-5511,www.beauty-bon.com/,
SCALA.by HAIR TIME,565-0851,大阪府,吹田市,千里山西1丁目38-21 アルス千里山西1階,06-6839-5515,http://www.hairtime.co.jp/,無
rosso,561-0802,大阪府,豊中市,曽根東町1−10−31,06-6855-3717,http://www.rosso-design.jp,無
full marks 豊中,560-0054,大阪府,豊中市,桜ノ町1−3−32 竹谷ビル1F,06-6858-7710,https://beauty.hotpepper.jp/slnH000280218/,有
Famille hair,561-0852,大阪府,豊中市,服部本町1−6−21,06-6866-7377,www.latienneigrek.com,無
chez-moi igrek,561-0804,大阪府,豊中市,曽根東町3−2−6 曽根駅前ビル2F,06-6867-6320,www.latienneigrek.com,無
VIVO天六店,530-0041,大阪府,大阪市,北区天神橋6-3-19 1F,06-6881-7767,http://www.papas-and-mamas.co.jp/shop/vivo/vivo-tenroku-hair,有
Rose京橋店(ロゼ キョウバシテン),534-0024,大阪府,大阪市,都島区東野田町4-2-14,06-6882-0222,http://ks-hair.co.jp/rose/,有
HAIR PLACE W 古川橋店(ヘアープレイス ダブリュー フルカワバシテン),571-0030,大阪府,門真市,末広町8−16,06-6908-2233,http://www.hairplacew.com/pages/topics,無
GLISTEN,538-0053,大阪府,大阪市,鶴見区鶴見3-6-15,06-6914-1212,http://www.glisten.jp/top.html,無
soin de brace大日店,570-0016,大阪府,守口市,大日東町2-13 サンマークス大日ステーションレジデンス102号,06-6916-9777,http://brace.co.jp/shop/%e5%a4%a7%e6%97%a5%e5%ba%97/,無
Barrette,534-0015,大阪府,大阪市,都島区善源寺町2−8−23,06−6922−1750,http://www.barrette.jp,無
WiLL 都島店,534-0015,大阪府,大阪市,都島区善源寺町2-8-12,06-6922-6880,http://www.will-style.com/,有
trico 都島店(トリコ ミヤコジマテン),534-0016,大阪府,大阪市,都島区友渕町2-9-23 シャトー都島1F,06-6928-8408,http://www.trico.jp,有
an-vi(アンヴィ),536-0003,大阪府,大阪市,城東区今福南1−8−1,06-6932-0251,http://www.3album.net/s/an-vi/,無
Lutica,536-0008,大阪府,大阪市,城東区関目3-4-11,06-6933-5533,http://www.dolcehair.jp/shop_shigino/index.html,無
WiLL 京橋店,534-0024,大阪府,大阪市,都島区東野田町2-8-8,06-6940-0648,http://www.will-style.com/,有
Lis 今里,537-0013,大阪府,大阪市,東成区大今里南1-1-23,06-6971-8644,http://www.lis-charmer.com/,無
MAMAS深江橋店,537-0001,大阪府,大阪市,東成区深江北1-7-13 2F,06-6973-3332,http://www.papas-and-mamas.co.jp/shop/mama/mama-fukaebashi,有
Dolci,537-0013,大阪府,大阪市,東成区大今里南5−1−2 アロンディール新深江1F,06-6973-7000,https://beauty.hotpepper.jp/slnH000144214/,有
soin de brace今里店,537-0012,大阪府,大阪市,東成区大今里3-15-21,06-6978-2267,http://brace.co.jp/shop/%e4%bb%8a%e9%87%8c%e5%ba%97/,無
DOLCE 今里店,537-0012,大阪府,大阪市,東成区大今里3-14-27,06-6981-7070,http://www.dolcehair.jp/shop_shigino/index.html,無
trico 守口店(トリコ モリグチテン),570-0079,大阪府,守口市,金下町2-3-7ビアリッツ守口1F,06-6994-8848,http://www.trico.jp,有
Love & Hair Dive,570-0025,大阪府,守口市,竜田通1丁目2-11,06-6995-4404,https://love-hair-dive.net/,無
Love & Hair Mahalo,571-0066,大阪府,門真市,幸福町18-16白井ビル1F,06-7181-0353,https://love-hair-mahalo.net/,無
Runway by遊人,530-0015,大阪府,大阪市,北区中崎西1-9-16,06-7181-1502,http://www.hairmake-yujin.com/index.php,無
SNOB via beach(スノッブ ヴィア ビーチ),560-0085,大阪府,豊中市,上新田1−19−10 イズミヒルズ1F,06-7502-6007,http://www.snob.co.jp/salon/viabeach.html,無
S.COEUR × Cu,573-0032,大阪府,枚方市,岡東町12-2(枚方 T-SITE 4F),072 - 808 - 8666,http://s-coeur.com/salon/scoeur-cu/,無
S.COEUR iD,573-1111,大阪府,枚方市,楠葉朝日2-12-1( 樟葉朝日交差点 ),072 - 866 - 6633,http://s-coeur.com/salon/id/,無
luana by hair S.COEUR,573-1192,大阪府,枚方市,西禁野2-5-3( 枚方市駅前 ),072 - 898 - 9999,http://s-coeur.com/salon/luana/,無
Gigi + fullahead,584-0092,大阪府,富田林市,昭和町1−3−2,0721-23-8282,https://beauty.hotpepper.jp/slnH000391296/,無
FULL A HEAD,584-0006,大阪府,富田林市,旭ケ丘町10-24,0721-24-7739,https://beauty.hotpepper.jp/slnH000230062/,無
and B,599-8127,大阪府,堺市,東区草尾704,072-220-4254,https://beauty.hotpepper.jp/slnH000380226/,有
MAMAS JR堺市駅店,590-0014,大阪府,堺市,堺区田出井町1-1-100ベルマージュ堺 1F 112号,072-223-0005,http://www.papas-and-mamas.co.jp/shop/mama/mama-jr_sakai,有
hair make anjii(ヘア メイク アンジィ),599-8232,大阪府,堺市,中区新家町350−1,072-230-5345,www.anjii.jp,
Dolce(ドルチェ),599-8123,大阪府,堺市,東区北野田92メゾンドール北野田1F,072-234-2299,http://www.dolce-web.net/,有
tiravento 泉ヶ丘店(ティラベント イズミガオカテン),590-0103,大阪府,堺市,南区深阪南342−13,072-235-7780,http://www.tiravento.jp/,無
クリスタルマジック 南花田店(クリスタルマジック ミナミハナダテン),591-8011,大阪府,堺市,北区南花田町77−2,072-240-2461,http://www.cr-magic.com/,無
リーブル 北花田店,591-8008,大阪府,堺市東浅香山町4-1-12-131 イオンモール堺北花田プラウ4F,,072-246-3317,https://the-kid.co.jp,無
Rue de Noel,591-8023,大阪府,堺市,北区中百舌鳥町2−52 松川ビル2F･3F,072-258-2228,www.noel-hair.jp,無
Noel hair,591-8023,大阪府,堺市,北区中百舌鳥町5−731−3,072-258-3944,www.noel-hair.jp,無
Life gose on,599-8236,大阪府,堺市,中区深井沢町3147-1-102,072-283-9694,http://lifegoeson-hair.com/,無
bon hair&make 茶山台店(ボン ヘアアンドメイク チャヤマダイテン),590-0115,大阪府,堺市,南区茶山台3-39-11,072-292-3457,www.beauty-bon.com/,
bon hair&make パンジョ店(ボン ヘアアンドメイク パンジョテン),590-0115,大阪府,堺市,南区茶山台1-2-4 パンジョ西館2F,072-293-0067,www.beauty-bon.com/,
bon hair&make Ciao!店(ボン ヘアアンドメイク チャオ!テン),590-0105,大阪府,堺市,南区竹城台1-1-2-3 ショップタウン泉ヶ丘3番街2F,072-297-8600,www.beauty-bon.com/,
bon hair&make 泉北栂店(ボン ヘアアンドメイク センボクトガテン),590-0132,大阪府,堺市,南区原山台1-1 イーストナニワビル4F,072-299-3548,www.beauty-bon.com/,
